date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM
2000-12-28,sh.600398,3.3060285600,3.4652424000,3.2779320000,3.2810538400,1.5577981600,26729647,577116540.0000,2,59.399216,1,110.621300,77.633273,26.442346,15.161137,92.437657
2000-12-29,sh.600398,3.1998860000,3.4152929600,3.1561802400,3.4012446800,3.2810538400,6640053,140539042.0000,2,14.755673,1,3.663180,80.477118,27.410976,15.716516,95.823813
2001-01-02,sh.600398,3.4012446800,3.4012446800,3.3075894800,3.3590998400,3.4012446800,3002295,64538389.0000,2,6.671767,1,-1.239102,79.479926,27.071326,15.521773,94.636460
2001-01-03,sh.600398,3.3684653600,3.4168538800,3.3091504000,3.3825136400,3.3590998400,3171789,68391930.0000,2,7.048420,1,0.697024,80.033922,27.260021,15.629963,95.296101
2001-01-04,sh.600398,3.3871964000,3.5120700000,3.3715872000,3.4387067600,3.3825136400,4041683,89459655.0000,2,8.981518,1,1.661286,81.363511,27.712887,15.889621,96.879238
2001-01-05,sh.600398,3.4465113600,3.4730470000,3.4106102000,3.4418286000,3.4387067600,1953750,43100346.0000,2,4.341667,1,0.090779,81.437378,27.738046,15.904047,96.967191
2001-01-08,sh.600398,3.4480722800,3.4777297600,3.4028056000,3.4262194000,3.4418286000,2464221,54290548.0000,2,5.476047,1,-0.453508,81.068047,27.612250,15.831920,96.527430
2001-01-09,sh.600398,3.4184148000,3.4496332000,3.3840745600,3.3950010000,3.4262194000,1181690,25838567.0000,2,2.625978,1,-0.911165,80.329386,27.360658,15.687665,95.647909
2001-01-10,sh.600398,3.4028056000,3.4574378000,3.4028056000,3.4449504400,3.3950010000,1079174,23763864.0000,2,2.398164,1,1.471263,81.511244,27.763205,15.918472,97.055143
2001-01-11,sh.600398,3.4449504400,3.5089481600,3.3965619200,3.4527550400,3.4449504400,2590044,57227239.0000,2,5.755653,1,0.226557,81.695909,27.826103,15.954536,97.275023
2001-01-12,sh.600398,3.4511941200,3.5120700000,3.4387067600,3.4418286000,3.4527550400,1596420,35511022.0000,2,3.547600,1,-0.316463,81.437378,27.738046,15.904047,96.967191
2001-01-15,sh.600398,3.3793918000,3.4230975600,3.3091504000,3.3544170800,3.4418286000,1426278,30617231.0000,2,3.169507,1,-2.539680,79.369127,27.033588,15.500134,94.504532
2001-01-16,sh.600398,3.3325642000,3.4121711200,3.3091504000,3.3934400800,3.3544170800,1190805,25592350.0000,2,2.646233,1,1.163332,80.292453,27.348078,15.680452,95.603933
2001-01-17,sh.600398,3.3840745600,3.4028056000,3.3325642000,3.3403688000,3.3934400800,499730,10779257.0000,2,1.110511,1,-1.563938,79.036729,26.920371,15.435220,94.108747
2001-01-18,sh.600398,3.3403688000,3.4152929600,3.3403688000,3.3434906400,3.3403688000,803850,17444321.0000,2,1.786333,1,0.093460,79.110595,26.945530,15.449645,94.196699
2001-01-19,sh.600398,3.3434906400,3.3965619200,3.3434906400,3.3575389200,3.3434906400,397190,8585249.0000,2,0.882644,1,0.420169,79.442993,27.058747,15.514560,94.592484
2001-02-05,sh.600398,3.3637826000,3.3793918000,3.1218400000,3.1920814000,3.3575389200,784910,16248902.0000,2,1.744244,1,-4.927938,75.528089,25.725308,14.750012,89.931023
2001-02-06,sh.600398,3.1218400000,3.2670055600,3.0937434400,3.2420308400,3.1920814000,440995,8971057.0000,2,0.979989,1,1.564791,76.709947,26.127855,14.980819,91.338256
2001-02-07,sh.600398,3.2404699200,3.2404699200,3.1842768000,3.1998860000,3.2420308400,617083,12690084.0000,2,1.371296,1,-1.299954,75.712755,25.788206,14.786075,90.150903
2001-02-08,sh.600398,3.1998860000,3.2420308400,3.1218400000,3.1343273600,3.1998860000,435960,8858145.0000,2,0.968800,1,-2.048781,74.161566,25.259862,14.483141,88.303909
2001-02-09,sh.600398,3.1390101200,3.2513963600,3.1374492000,3.1967641600,3.1343273600,762045,15532167.0000,2,1.693433,1,1.992030,75.638889,25.763047,14.771650,90.062951
