date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM
2010-09-15,sz.002475,1.0376800000,1.1859200000,1.0376800000,1.1856235200,0.8538624000,31043423,1182485881.0700,2,88.594244,1,38.854180,93.766875,18.488507,11.886822,119.080216
2010-09-16,sz.002475,1.1856235200,1.2644872000,1.1630910400,1.2004475200,1.1856235200,17125240,699813174.8500,2,48.873402,1,1.250300,94.939254,18.719671,12.035445,120.569090
2010-09-17,sz.002475,1.2155680000,1.2303920000,1.1209908800,1.1470811200,1.2004475200,11802672,467264616.0100,2,33.683425,1,-4.445500,90.718689,17.887480,11.500404,115.209141
2010-09-20,sz.002475,1.1414480000,1.2096384000,1.1118000000,1.1156542400,1.1470811200,8596809,338151063.0000,2,24.534272,1,-2.739700,88.233246,17.397412,11.185325,112.052726
2010-09-21,sz.002475,1.0738505600,1.0851168000,1.0041777600,1.0382729600,1.1156542400,9231356,322270122.8000,2,26.345194,1,-6.936000,82.113427,16.190735,10.409515,104.280799
2010-09-27,sz.002475,1.0444990400,1.0812625600,1.0278961600,1.0723681600,1.0382729600,5708605,203904083.0900,2,16.291681,1,3.283800,84.809899,16.722413,10.751347,107.705211
2010-09-28,sz.002475,1.0611019200,1.0791872000,1.0308609600,1.0314539200,1.0723681600,4692703,166701999.8600,2,13.392417,1,-3.815300,81.574133,16.084400,10.341149,103.595916
2010-09-29,sz.002475,1.0169264000,1.0907499200,1.0021024000,1.0756294400,1.0314539200,5172356,183316539.5700,2,14.761290,1,4.282800,85.067823,16.773269,10.784044,108.032764
2010-09-30,sz.002475,1.0643632000,1.1553825600,1.0554688000,1.1171366400,1.0756294400,5189412,194295030.6800,2,14.809966,1,3.858900,88.350484,17.420529,11.200187,112.201613
2010-10-08,sz.002475,1.1147648000,1.1651664000,1.1029056000,1.1304782400,1.1171366400,4922162,188668958.7200,2,14.047266,1,1.194300,89.405625,17.628576,11.333947,113.541601
2010-10-11,sz.002475,1.1177296000,1.1325536000,1.0554688000,1.0655491200,1.1304782400,5620211,206872932.2900,2,16.039415,1,-5.743500,84.270605,16.616077,10.682981,107.020329
2010-10-12,sz.002475,1.0525040000,1.0818555200,1.0284891200,1.0361976000,1.0655491200,5244866,184311419.8200,2,14.968225,1,-2.754600,81.949294,16.158372,10.388708,104.072356
2010-10-13,sz.002475,1.0273032000,1.0468708800,1.0228560000,1.0373835200,1.0361976000,3089697,107798468.0500,2,8.817628,1,0.114400,82.043085,16.176866,10.400598,104.191466
2010-10-14,sz.002475,1.0696998400,1.1263275200,1.0554688000,1.0972724800,1.0373835200,10791278,399084231.0600,2,30.797026,1,5.773100,68.792663,4.028842,7.892876,4.974090
2010-10-15,sz.002475,1.0702928000,1.0759259200,1.0376800000,1.0391624000,1.0972724800,5898197,209804391.3200,2,16.832754,1,-5.295900,65.149496,3.815479,7.474880,4.710669
2010-10-18,sz.002475,1.0296750400,1.0302680000,0.9558515200,1.0035848000,1.0391624000,3929061,132182559.2500,2,11.213074,1,-3.423700,62.918985,3.684850,7.218964,4.549391
2010-10-19,sz.002475,0.9819417600,1.0821520000,0.9819417600,1.0569512000,1.0035848000,4180691,148045253.7500,2,11.931196,1,5.317600,66.264751,3.880794,7.602838,4.791308
2010-10-20,sz.002475,1.0376800000,1.0969760000,1.0273032000,1.0845238400,1.0569512000,4084616,148729418.8800,2,11.657009,1,2.608700,67.993397,3.982033,7.801173,4.916299
2010-10-21,sz.002475,1.0868956800,1.0963830400,1.0563582400,1.0667350400,1.0845238400,2386292,85871506.2100,2,6.810194,1,-1.640200,66.878141,3.916718,7.673215,4.835660
2010-10-22,sz.002475,1.0613984000,1.0904534400,1.0569512000,1.0643632000,1.0667350400,2176566,78710283.6600,2,6.211661,1,-0.222300,66.729441,3.908009,7.656154,4.824908
2010-10-25,sz.002475,1.0806696000,1.1230662400,1.0806696000,1.1073528000,1.0643632000,3919360,146259292.8200,2,11.185388,1,4.039000,69.424641,4.065853,7.965386,5.019786
2010-10-26,sz.002475,1.1058704000,1.1079457600,1.0679209600,1.0756294400,1.1073528000,3633322,132939436.5900,2,10.369070,1,-2.864800,67.435769,3.949375,7.737194,4.875980
2010-10-27,sz.002475,1.0785942400,1.1236592000,1.0679209600,1.0993478400,1.0756294400,4478958,166815619.6700,2,12.782414,1,2.205100,68.922776,4.036462,7.907805,4.983498
2010-10-28,sz.002475,1.0922323200,1.2093419200,1.0889710400,1.2093419200,1.0993478400,8631854,339443023.0400,2,24.634287,1,10.005400,75.818771,4.440325,8.699012,5.482117
2010-10-29,sz.002475,1.2455124800,1.3217078400,1.2152715200,1.2956176000,1.2093419200,7304875,313697499.2100,2,20.847246,1,7.134100,81.227759,4.757103,9.319608,5.873217
