date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM
2011-12-28,sz.002647,3.5300752800,3.6006180000,3.4036862400,3.4683504000,3.7622784000,13022263,154859404.8600,2,38.493240,1,-7.812500,19.634975,4.440652,0.478215,41.318827
2011-12-29,sz.002647,3.3537184800,3.4095648000,3.3096292800,3.3419613600,3.4683504000,7702227,87876274.9300,2,22.767446,1,-3.644100,18.919463,4.278831,0.460789,39.813141
2011-12-30,sz.002647,3.3537184800,3.5212574400,3.3449006400,3.3948684000,3.3419613600,7079192,82412553.2900,2,20.925782,1,1.583100,19.218979,4.346570,0.468083,40.443428
2012-01-04,sz.002647,3.3978076800,3.4242612000,3.2273294400,3.2302687200,3.3948684000,4643707,52520645.8000,2,13.726595,1,-4.848500,18.287150,4.135827,0.445388,38.482535
2012-01-05,sz.002647,3.2008759200,3.2008759200,2.9833692000,3.0039441600,3.2302687200,4129533,43327212.4900,2,12.206719,1,-7.006400,17.005885,3.846056,0.414183,35.786306
2012-01-06,sz.002647,3.0010048800,3.0715476000,2.9451585600,3.0480333600,3.0039441600,2596177,26517079.3600,2,7.674186,1,1.467700,17.255482,3.902505,0.420262,36.311545
2012-01-09,sz.002647,3.0274584000,3.1861795200,2.9921870400,3.1656045600,3.0480333600,3525377,37258603.6800,2,10.420860,1,3.857300,17.921074,4.053035,0.436472,37.712183
2012-01-10,sz.002647,3.1656045600,3.3037507200,3.1244546400,3.2831757600,3.1656045600,5255183,57692872.1400,2,15.534091,1,3.714000,18.586667,4.203566,0.452683,39.112822
2012-01-11,sz.002647,3.2655400800,3.3008114400,3.2214508800,3.2361472800,3.2831757600,3157419,35039613.0000,2,9.333192,1,-1.432400,18.320430,4.143354,0.446199,38.552566
2012-01-12,sz.002647,3.2214508800,3.2743579200,3.1773616800,3.1920580800,3.2361472800,2258373,24754238.0300,2,6.675652,1,-1.362400,18.070833,4.086905,0.440120,38.027327
2012-01-13,sz.002647,3.1920580800,3.2155723200,3.0157012800,3.0245191200,3.1920580800,2184016,23024931.8000,2,6.455856,1,-5.248600,17.122364,3.872399,0.417020,36.031418
2012-01-16,sz.002647,2.9686728000,3.0127620000,2.9539764000,2.9627942400,3.0245191200,1205270,12236804.4900,2,3.562725,1,-2.040800,16.772928,3.793370,0.408509,35.296083
2012-01-17,sz.002647,2.9745513600,3.1391510400,2.9627942400,3.1273939200,2.9627942400,2106809,21998948.6300,2,6.227635,1,5.555600,17.704757,4.004113,0.431204,37.256976
2012-01-18,sz.002647,3.1244546400,3.2273294400,3.0274584000,3.0392155200,3.1273939200,2381282,25371836.8000,2,7.038965,1,-2.819500,17.205563,3.891215,0.419046,36.206497
2012-01-19,sz.002647,3.0392155200,3.1215153600,3.0245191200,3.1009404000,3.0392155200,1301502,13654702.0300,2,3.847183,1,2.030900,17.554999,3.970244,0.427557,36.941832
2012-01-20,sz.002647,3.1009404000,3.1479688800,3.0921225600,3.1362117600,3.1009404000,1437189,15313132.8200,2,4.248268,1,1.137400,17.754676,4.015403,0.432420,37.362024
2012-01-30,sz.002647,3.1420903200,3.1949973600,3.1215153600,3.1273939200,3.1362117600,1713825,18412888.6900,2,5.065992,1,-0.281200,17.704757,4.004113,0.431204,37.256976
2012-01-31,sz.002647,3.1185760800,3.1273939200,3.0715476000,3.1215153600,3.1273939200,1105001,11656650.8600,2,3.266335,1,-0.188000,17.671477,3.996587,0.430393,37.186944
2012-02-01,sz.002647,3.1126975200,3.1509081600,3.0803654400,3.0921225600,3.1215153600,1193142,12633808.0400,2,3.526876,1,-0.941600,17.505079,3.958954,0.426341,36.836785
2012-02-02,sz.002647,3.0950618400,3.1391510400,3.0862440000,3.1391510400,3.0921225600,1085142,11505852.7800,2,3.207632,1,1.520900,17.771316,4.019166,0.432825,37.397040
2012-02-03,sz.002647,3.1332724800,3.1979366400,3.1273939200,3.1861795200,3.1391510400,2261492,24367177.7500,2,6.684871,1,1.498100,18.037553,4.079378,0.439309,37.957295
2012-02-06,sz.002647,3.2008759200,3.2126330400,3.1567867200,3.1714831200,3.1861795200,1503368,16253566.4800,2,4.443890,1,-0.461300,17.954354,4.060562,0.437283,37.782215
2012-02-07,sz.002647,3.1509081600,3.2008759200,3.1244546400,3.1332724800,3.1714831200,1736817,18690577.0000,2,5.133955,1,-1.204800,17.738036,4.011640,0.432015,37.327008
2012-02-08,sz.002647,3.1509081600,3.2096937600,3.1185760800,3.2038152000,3.1332724800,2145383,23210417.3400,2,6.341658,1,2.251400,18.137392,4.101958,0.441741,38.167391
2012-02-09,sz.002647,3.2185116000,3.2919936000,3.1979366400,3.2626008000,3.2038152000,4076482,45216936.4800,2,12.049902,1,1.834900,18.470188,4.177223,0.449846,38.867710
2012-02-10,sz.002647,3.2655400800,3.2772972000,3.2332080000,3.2714186400,3.2626008000,2471035,27398523.1700,2,7.304271,1,0.270300,18.520107,4.188513,0.451062,38.972758
2012-02-13,sz.002647,3.2361472800,3.3125685600,3.2214508800,3.2949328800,3.2714186400,2298153,25675868.7400,2,6.793240,1,0.718800,18.653226,4.218619,0.454304,39.252886
2012-02-14,sz.002647,3.2890543200,3.2978721600,3.2479044000,3.2802364800,3.2949328800,1435981,15974309.1700,2,4.244697,1,-0.446000,18.570027,4.199803,0.452278,39.077806
2012-02-15,sz.002647,3.2684793600,3.3302042400,3.2684793600,3.3213864000,3.2802364800,2228580,25035561.8000,2,6.587585,1,1.254500,18.802984,4.252488,0.457952,39.568029
2012-02-16,sz.002647,3.3272649600,3.3360828000,3.2537829600,3.2861150400,3.3213864000,1902211,21343017.5900,2,5.622852,1,-1.061900,18.603307,4.207329,0.453088,39.147838
2012-02-17,sz.002647,3.2890543200,3.3125685600,3.2185116000,3.2567222400,3.2861150400,1644266,18216936.2800,2,4.860378,1,-0.894500,18.436908,4.169697,0.449036,38.797678
2012-02-20,sz.002647,3.3008114400,3.3037507200,3.2626008000,3.2772972000,3.2567222400,2015393,22553794.7300,2,5.957414,1,0.631800,18.553387,4.196040,0.451873,39.042790
2012-02-21,sz.002647,3.2714186400,3.3213864000,3.2479044000,3.3213864000,3.2772972000,1860332,20837073.8400,2,5.499060,1,1.345300,18.802984,4.252488,0.457952,39.568029
2012-02-22,sz.002647,3.3066900000,3.4301397600,3.3066900000,3.4242612000,3.3213864000,4015657,46210325.3800,2,11.870106,1,3.097300,19.385378,4.384203,0.472136,40.793588
2012-02-23,sz.002647,3.4125040800,3.5006824800,3.4036862400,3.4183826400,3.4242612000,3364756,39394217.2500,2,9.946072,1,-0.171700,19.352098,4.376676,0.471325,40.723556
2012-02-24,sz.002647,3.4330790400,3.4654111200,3.4154433600,3.4536540000,3.4183826400,2676758,31341065.4100,2,7.912380,1,1.031800,19.551776,4.421835,0.476189,41.143747
2012-02-27,sz.002647,3.4683504000,3.6741000000,3.4536540000,3.5506502400,3.4536540000,5190418,62891524.2400,2,15.342649,1,2.808500,20.100889,4.546023,0.489562,42.299274
