date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM
1998-04-02,sh.600131,3.9398148000,4.1230620000,3.8634618000,3.9830815000,1.3361775000,24918555,390824246.0000,2,71.195871,1,198.095200,54.516877,12.809162,26.470181,0.000000
1998-04-03,sh.600131,3.9449050000,3.9499952000,3.6140420000,3.7107558000,3.9830815000,8178276,119134531.0000,2,23.366503,1,-6.837059,50.789525,11.933392,24.660398,0.000000
1998-04-06,sh.600131,3.6394930000,3.8125598000,3.4867870000,3.7794735000,3.7107558000,4190038,59862293.0000,2,11.971537,1,1.851855,51.730072,12.154381,25.117073,0.000000
1998-04-07,sh.600131,3.7616578000,3.8634618000,3.6649440000,3.7642029000,3.7794735000,2619955,39060410.0000,2,7.485586,1,-0.404043,51.521062,12.105272,25.015589,0.000000
1998-04-08,sh.600131,3.6903950000,3.8176500000,3.6522185000,3.7031205000,3.7642029000,2437610,35569767.0000,2,6.964600,1,-1.622717,50.685020,11.908838,24.609657,0.000000
1998-04-09,sh.600131,3.6878499000,3.6903950000,3.5758655000,3.6394930000,3.7031205000,1860503,26553923.0000,2,5.315723,1,-1.718213,49.814143,11.704218,24.186811,0.000000
1998-04-10,sh.600131,3.6344028000,3.8125598000,3.6293126000,3.7005754000,3.6394930000,1668200,24404752.0000,2,4.766286,1,1.678320,50.650185,11.900653,24.592743,0.000000
1998-04-13,sh.600131,3.7158460000,3.7921990000,3.7056656000,3.7311166000,3.7005754000,1853732,27336778.0000,2,5.296377,1,0.825309,51.068206,11.998870,24.795709,0.000000
1998-04-14,sh.600131,3.7412970000,3.7540225000,3.6293126000,3.6496734000,3.7311166000,1280025,18430744.0000,2,3.657214,1,-2.182808,49.953484,11.736957,24.254466,0.000000
1998-04-15,sh.600131,3.6394930000,3.7921990000,3.6394930000,3.7794735000,3.6496734000,1860332,27187201.0000,2,5.315234,1,3.556487,51.730072,12.154381,25.117073,0.000000
1998-04-16,sh.600131,3.7921990000,3.7921990000,3.6394930000,3.6573087000,3.7794735000,1220565,17770581.0000,2,3.487329,1,-3.232326,50.057989,11.761512,24.305208,0.000000
1998-04-17,sh.600131,3.6522185000,3.6649440000,3.5122380000,3.5631400000,3.6573087000,1723677,24188143.0000,2,4.924791,1,-2.574808,48.769091,11.458675,23.679395,0.000000
1998-04-20,sh.600131,3.5122380000,3.5376890000,3.4307948000,3.4486105000,3.5631400000,1488168,20308652.0000,2,4.251909,1,-3.214284,47.201513,11.090361,22.918272,0.000000
1998-04-21,sh.600131,3.3900732000,3.5631400000,3.3875281000,3.4537007000,3.4486105000,820006,11140061.0000,2,2.342874,1,0.147598,47.271184,11.106730,22.952099,0.000000
1998-04-22,sh.600131,3.4384301000,3.5835008000,3.4358850000,3.5758655000,3.4537007000,1211170,16588778.0000,2,3.460486,1,3.537218,48.943267,11.499599,23.763964,0.000000
1998-04-23,sh.600131,3.5631400000,3.5758655000,3.4562458000,3.4867870000,3.5758655000,858250,11767622.0000,2,2.452143,1,-2.491106,47.724039,11.213132,23.171979,0.000000
1998-04-24,sh.600131,3.4867870000,3.5325988000,3.4358850000,3.4486105000,3.4867870000,677054,9223422.0000,2,1.934440,1,-1.094888,47.201513,11.090361,22.918272,0.000000
1998-04-27,sh.600131,3.4307948000,3.4358850000,3.3595320000,3.4180693000,3.4486105000,922251,12322509.0000,2,2.635003,1,-0.885608,46.783493,10.992144,22.715305,0.000000
1998-04-28,sh.600131,3.4104340000,3.5580498000,3.4104340000,3.5224184000,3.4180693000,951864,13107126.0000,2,2.719611,1,3.052866,48.211730,11.327719,23.408773,0.000000
1998-04-29,sh.600131,3.5631400000,3.5835008000,3.4816968000,3.5224184000,3.5224184000,683614,9432905.0000,2,1.953183,1,0.000000,48.211730,11.327719,23.408773,0.000000
1998-04-30,sh.600131,3.5300537000,3.6878499000,3.5224184000,3.6649440000,3.5224184000,2298509,32800459.0000,2,6.567169,1,4.046239,50.162494,11.786066,24.355949,0.000000
1998-05-04,sh.600131,3.6700342000,3.7056656000,3.5885910000,3.6445832000,3.6649440000,1102494,15736605.0000,2,3.149983,1,-0.555555,49.883814,11.720588,24.220638,0.000000
1998-05-05,sh.600131,3.6445832000,3.6776695000,3.5580498000,3.5631400000,3.6445832000,833049,11811817.0000,2,2.380140,1,-2.234635,48.769091,11.458675,23.679395,0.000000
1998-05-06,sh.600131,3.5631400000,3.5987714000,3.5300537000,3.5427792000,3.5631400000,790386,11027885.0000,2,2.258246,1,-0.571428,48.490411,11.393197,23.544084,0.000000
1998-05-07,sh.600131,3.5631400000,3.5631400000,3.4867870000,3.5071478000,3.5427792000,742520,10250776.0000,2,2.121486,1,-1.005750,48.002720,11.278610,23.307290,0.000000
1998-05-08,sh.600131,3.4816968000,3.6318577000,3.4664262000,3.6114969000,3.5071478000,890560,12402255.0000,2,2.544457,1,2.975326,49.430958,11.614186,24.000758,0.000000
1998-05-11,sh.600131,3.5885910000,3.6267675000,3.4867870000,3.5249635000,3.6114969000,886210,12308791.0000,2,2.532029,1,-2.396048,48.246565,11.335904,23.425687,0.000000
1998-05-12,sh.600131,3.5122380000,3.6013165000,3.4358850000,3.4740615000,3.5249635000,326700,4472679.0000,2,0.933429,1,-1.444049,47.549864,11.172208,23.087410,0.000000
1998-05-13,sh.600131,3.4740615000,3.5122380000,3.4358850000,3.4689713000,3.4740615000,731150,9930456.0000,2,2.089000,1,-0.146516,47.480194,11.155839,23.053582,0.000000
1998-05-14,sh.600131,3.4689713000,3.5453243000,3.3798928000,3.4740615000,3.4689713000,1197585,16313154.0000,2,3.421671,1,0.146731,47.549864,11.172208,23.087410,0.000000
